ds,y
2017-08-05,773533.0
2017-08-06,762936.0
2017-08-07,801002.0
2017-08-08,814700.0
2017-08-09,805957.0
2017-08-10,770076.0
2017-08-11,757019.0
2017-08-12,747135.0
2017-08-13,737467.0
2017-08-14,780458.0
2017-08-15,800836.0
2017-08-16,807506.0
2017-08-17,809819.0
2017-08-18,794600.0
2017-08-19,778438.0
2017-08-20,772871.0
2017-08-21,778438.0
2017-08-22,806411.0
2017-08-23,789841.0
2017-08-24,745900.0
2017-08-25,716391.0
2017-08-26,681416.0
2017-08-27,661136.0
2017-08-28,689256.0
2017-08-29,714117.0
2017-08-30,756170.0
2017-08-31,803374.0
2017-09-01,792283.0
2017-09-02,686646.0
2017-09-03,675116.0
2017-09-04,721167.0
2017-09-05,749538.0
2017-09-06,724719.0
2017-09-07,737819.0
2017-09-08,733616.0
2017-09-09,651767.0
2017-09-10,477809.0
2017-09-11,258992.0
2017-09-12,395577.0
2017-09-13,535619.0
2017-09-14,625635.0
2017-09-15,691235.0
2017-09-16,709728.0
2017-09-17,706759.0
2017-09-18,709679.0
2017-09-19,721599.0
2017-09-20,739176.0
2017-09-21,737269.0
2017-09-22,723261.0
2017-09-23,695093.0
2017-09-24,704353.0
2017-09-25,740227.0
2017-09-26,750335.0
2017-09-27,748486.0
2017-09-28,756151.0
2017-09-29,725993.0
2017-09-30,669563.0
2017-10-01,667864.0
2017-10-02,684474.0
2017-10-03,669249.0
2017-10-04,659666.0
2017-10-05,629801.0
2017-10-06,689881.0
2017-10-07,730888.0
2017-10-08,738384.0
2017-10-09,754243.0
2017-10-10,762119.0
2017-10-11,740698.0
2017-10-12,697606.0
2017-10-13,705034.0
2017-10-14,695227.0
2017-10-15,683005.0
2017-10-16,715254.0
2017-10-17,667485.0
2017-10-18,633343.0
2017-10-19,645320.0
2017-10-20,666964.0
2017-10-21,645799.0
2017-10-22,673859.0
2017-10-23,692543.0
2017-10-24,642222.0
2017-10-25,528862.0
2017-10-26,488886.0
2017-10-27,514132.0
2017-10-28,526908.0
2017-10-29,505711.0
2017-10-30,489448.0
2017-10-31,503936.0
2017-11-01,510870.0
2017-11-02,544719.0
2017-11-03,566757.0
2017-11-04,559328.0
2017-11-05,557203.0
2017-11-06,582456.0
2017-11-07,605738.0
2017-11-08,601069.0
2017-11-09,608663.0
2017-11-10,579749.0
2017-11-11,553632.0
2017-11-12,559974.0
2017-11-13,581086.0
2017-11-14,573817.0
2017-11-15,543116.0
2017-11-16,535179.0
2017-11-17,527899.0
2017-11-18,501531.0
2017-11-19,491718.0
2017-11-20,513793.0
2017-11-21,525468.0
2017-11-22,535487.0
2017-11-23,545473.0
2017-11-24,495364.0
2017-11-25,483939.0
2017-11-26,478418.0
2017-11-27,514050.0
2017-11-28,544586.0
2017-11-29,567728.0
2017-11-30,564371.0
2017-12-01,546955.0
2017-12-02,533878.0
2017-12-03,522747.0
2017-12-04,532618.0
2017-12-05,552504.0
2017-12-06,569843.0
2017-12-07,563379.0
2017-12-08,587159.0
2017-12-09,563489.0
2017-12-10,562831.0
2017-12-11,623409.0
2017-12-12,583280.0
2017-12-13,558920.0
2017-12-14,589552.0
2017-12-15,526713.0
2017-12-16,509692.0
2017-12-17,518047.0
2017-12-18,540139.0
2017-12-19,561908.0
2017-12-20,547936.0
